province_state,country_region,lat,long,dates,confirmed_cases,death_cases,recovered_cases
NA,Turkey,38.9637,35.2433,2020-05-16,148067,4096,12995
NA,US,40,-100,2020-05-16,1474826,91756,1256
NA,Uganda,1.373333,32.290275,2020-05-16,227,0,1340
NA,Ukraine,48.3794,31.1656,2020-05-16,17858,497,0
NA,United Arab Emirates,23.424076,53.847818,2020-05-16,22627,214,204
Anguilla,United Kingdom,18.2206,-63.068600000000004,2020-05-16,3,0,10104
Bermuda,United Kingdom,32.3078,-64.7505,2020-05-16,123,9,6
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-16,8,1,150376
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-16,94,1,620
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-16,554,43,372
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-16,13,0,9
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-16,147,0,0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-16,335,24,27900
Montserrat,United Kingdom,16.742498,-62.187366,2020-05-16,11,1,37
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-05-16,12,1,408
NA,United Kingdom,55.3781,-3.4360000000000004,2020-05-16,228106,33753,1089
NA,Uruguay,-32.5228,-55.7658,2020-05-16,733,19,183
NA,Uzbekistan,41.377491,64.585262,2020-05-16,2738,11,2910
NA,Venezuela,6.4238,-66.5897,2020-05-16,504,10,24
NA,Vietnam,14.058324,108.277199,2020-05-16,318,0,121
NA,West Bank and Gaza,31.9522,35.2332,2020-05-16,376,2,108
NA,Western Sahara,24.2155,-12.8858,2020-05-16,6,0,903
NA,Yemen,15.552727,48.516388,2020-05-16,122,18,116111
NA,Zambia,-13.133897,27.849332,2020-05-16,679,7,350135
NA,Zimbabwe,-19.015438,29.154857,2020-05-16,42,4,68
NA,Afghanistan,33.93911,67.709953,2020-05-17,6664,169,6585
NA,Albania,41.1533,20.1683,2020-05-17,946,31,13798
NA,Algeria,28.0339,1.6596,2020-05-17,7019,548,3
NA,Andorra,42.5063,1.5218,2020-05-17,761,51,81
NA,Angola,-11.2027,17.8739,2020-05-17,48,2,6
NA,Antigua and Barbuda,17.0608,-61.7964,2020-05-17,25,3,61
NA,Argentina,-38.4161,-63.6167,2020-05-17,8068,373,508
NA,Armenia,40.0691,45.0382,2020-05-17,4472,60,13
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-17,107,3,147
New South Wales,Australia,-33.8688,151.2093,2020-05-17,3076,46,303
Northern Territory,Australia,-12.4634,130.8456,2020-05-17,29,0,10
Queensland,Australia,-27.4698,153.0251,2020-05-17,1057,6,10
South Australia,Australia,-34.9285,138.6007,2020-05-17,439,4,0
Tasmania,Australia,-42.8821,147.3272,2020-05-17,228,13,603
Victoria,Australia,-37.8136,144.9631,2020-05-17,1564,18,2492
Western Australia,Australia,-31.9505,115.8605,2020-05-17,554,9,262
NA,Austria,47.5162,14.5501,2020-05-17,16242,629,267
NA,Azerbaijan,40.1431,47.5769,2020-05-17,3274,39,346
NA,Bahamas,25.025885,-78.035889,2020-05-17,96,11,6
NA,Bahrain,26.0275,50.55,2020-05-17,6956,12,11
NA,Bangladesh,23.685,90.3563,2020-05-17,22268,328,336
NA,Barbados,13.1939,-59.5432,2020-05-17,88,7,18
NA,Belarus,53.7098,27.9534,2020-05-17,29650,165,1040
NA,Belgium,50.8333,4.469936,2020-05-17,55280,9052,783
NA,Belize,17.1899,-88.4976,2020-05-17,18,2,4426
NA,Benin,9.3077,2.3158,2020-05-17,339,2,653
NA,Bhutan,27.5142,90.4336,2020-05-17,21,0,18
NA,Bolivia,-16.2902,-63.5887,2020-05-17,4088,169,19
NA,Bosnia and Herzegovina,43.9159,17.6791,2020-05-17,2290,133,3530
NA,Botswana,-22.3285,24.6849,2020-05-17,25,1,2936
NA,Brazil,-14.235,-51.9253,2020-05-17,241080,16118,104
NA,Brunei,4.5353,114.7277,2020-05-17,141,1,2653
NA,Bulgaria,42.7339,25.4858,2020-05-17,2211,108,29
NA,Burkina Faso,12.2383,-1.5616,2020-05-17,796,51,1041
NA,Burma,21.9162,95.956,2020-05-17,184,6,435
NA,Burundi,-3.3731,29.9189,2020-05-17,23,1,199
NA,Cabo Verde,16.5388,-23.0418,2020-05-17,328,3,1498
NA,Cambodia,11.55,104.9167,2020-05-17,122,0,549
NA,Cameroon,3.848,11.5021,2020-05-17,3105,140,15037
Alberta,Canada,53.9333,-116.5765,2020-05-17,6644,127,2506
British Columbia,Canada,53.7267,-127.6476,2020-05-17,2428,141,45
Diamond Princess,Canada,0,0,2020-05-17,1,1,4465
Grand Princess,Canada,0,0,2020-05-17,13,0,6486
Manitoba,Canada,53.7609,-98.8139,2020-05-17,289,7,70
New Brunswick,Canada,46.5653,-66.4619,2020-05-17,120,0,13528
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-17,260,3,15155
Northwest Territories,Canada,64.8255,-124.8457,2020-05-17,5,0,16
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-05-17,1040,55,61
Ontario,Canada,51.2538,-85.3232,2020-05-17,23974,1999,6
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-17,27,0,609
Quebec,Canada,52.9399,-73.5491,2020-05-17,42928,3563,1662
Saskatchewan,Canada,52.9399,-106.4509,2020-05-17,592,7,19
Yukon,Canada,64.2823,-135,2020-05-17,11,0,142587
NA,Central African Republic,6.6111,20.9394,2020-05-17,327,0,136
NA,Chad,15.4542,18.7322,2020-05-17,503,53,808
NA,Chile,-35.6751,-71.543,2020-05-17,52369,450,672
Anhui,China,31.8257,117.2264,2020-05-17,991,6,120
Beijing,China,40.1824,116.4142,2020-05-17,593,9,20
Chongqing,China,30.0572,107.874,2020-05-17,579,6,142
Fujian,China,26.0789,117.9874,2020-05-17,356,1,122
Gansu,China,35.7518,104.2861,2020-05-17,139,2,1822
Guangdong,China,23.3417,113.4244,2020-05-17,1590,8,43318
Guangxi,China,23.8298,108.7881,2020-05-17,254,2,18
Guizhou,China,26.8154,106.8748,2020-05-17,147,2,204
Hainan,China,19.1959,109.7453,2020-05-17,169,6,26546
Hebei,China,39.549,116.1306,2020-05-17,328,6,985
Heilongjiang,China,47.861999999999995,127.7615,2020-05-17,945,13,581
Henan,China,37.8957,114.9042,2020-05-17,1276,22,573
Hong Kong,China,22.3,114.2,2020-05-17,1055,4,355
Hubei,China,30.9756,112.2707,2020-05-17,68134,4512,137
Hunan,China,27.6104,111.7088,2020-05-17,1019,4,1580
Inner Mongolia,China,44.0935,113.9448,2020-05-17,213,1,252
Jiangsu,China,32.9711,119.455,2020-05-17,653,0,145
Jiangxi,China,27.614,115.7221,2020-05-17,937,1,162
Jilin,China,43.6661,126.1923,2020-05-17,146,2,322
Liaoning,China,41.2956,122.6085,2020-05-17,149,2,932
Macau,China,22.1667,113.55,2020-05-17,45,0,1254
Ningxia,China,37.2692,106.1655,2020-05-17,75,0,1029
Qinghai,China,35.7452,95.9956,2020-05-17,18,0,63616
Shaanxi,China,35.1917,108.8701,2020-05-17,308,3,1015
Shandong,China,36.3427,118.1498,2020-05-17,788,7,199
Shanghai,China,31.202,121.4491,2020-05-17,666,7,653
Shanxi,China,37.5777,112.2922,2020-05-17,198,0,936
Sichuan,China,30.6171,102.7103,2020-05-17,561,3,128
Tianjin,China,39.3054,117.323,2020-05-17,192,3,144
Tibet,China,31.6927,88.0924,2020-05-17,1,0,45
Xinjiang,China,41.1129,85.2401,2020-05-17,76,3,75
Yunnan,China,24.974,101.487,2020-05-17,185,2,18
Zhejiang,China,29.1832,120.0934,2020-05-17,1268,1,305
NA,Colombia,4.5709,-74.2973,2020-05-17,15574,574,780
NA,Comoros,-11.6455,43.3333,2020-05-17,11,1,647
NA,Congo (Brazzaville),-0.228,15.8277,2020-05-17,391,15,198
NA,Congo (Kinshasa),-4.0383,21.7587,2020-05-17,1455,61,558
NA,Costa Rica,9.7489,-83.7534,2020-05-17,863,10,187
NA,Cote d'Ivoire,7.54,-5.5471,2020-05-17,2109,27,1
NA,Croatia,45.1,15.2,2020-05-17,2226,95,73
NA,Cuba,21.521757,-77.78116700000001,2020-05-17,1872,79,183
NA,Cyprus,35.1264,33.4299,2020-05-17,916,17,1267
NA,Czechia,49.8175,15.473,2020-05-17,8475,298,4718
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-17,187,0,18
Greenland,Denmark,71.7069,-42.6043,2020-05-17,11,0,147
NA,Denmark,56.2639,9.5018,2020-05-17,10927,547,312
NA,Diamond Princess,0,0,2020-05-17,712,13,607
NA,Djibouti,11.8251,42.5903,2020-05-17,1401,4,1188
NA,Dominica,15.415,-61.371,2020-05-17,16,0,2023
NA,Dominican Republic,18.7357,-70.1627,2020-05-17,12314,428,1671
NA,Ecuador,-1.8312,-78.1834,2020-05-17,33182,2736,594
NA,Egypt,26.820553000000004,30.802497999999996,2020-05-17,12229,630,6044
NA,El Salvador,13.7942,-88.8965,2020-05-17,1338,30,187
NA,Equatorial Guinea,1.6508,10.2679,2020-05-17,594,7,11
NA,Eritrea,15.1794,39.7823,2020-05-17,39,0,9836
NA,Estonia,58.5953,25.0136,2020-05-17,1774,63,651
NA,Eswatini,-26.5225,31.4659,2020-05-17,203,2,1064
NA,Ethiopia,9.145,40.4897,2020-05-17,317,5,16
NA,Fiji,-17.7134,178.065,2020-05-17,18,0,7854
NA,Finland,61.92411,25.748151,2020-05-17,6347,298,3557
French Guiana,France,3.9339,-53.1258,2020-05-17,197,1,4628
French Polynesia,France,-17.6797,149.4068,2020-05-17,60,0,570
Guadeloupe,France,16.265,-61.551,2020-05-17,155,13,165
Martinique,France,14.6415,-61.0242,2020-05-17,192,14,39
Mayotte,France,-12.8275,45.166244,2020-05-17,1342,18,1526
New Caledonia,France,-20.904304999999997,165.618042,2020-05-17,18,0,119
Reunion,France,-21.1151,55.5364,2020-05-17,443,0,151
Saint Barthelemy,France,17.9,-62.8333,2020-05-17,6,0,15
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-17,1,0,4800
St Martin,France,18.0708,-63.0501,2020-05-17,39,3,143
NA,France,46.2276,2.2137,2020-05-17,177240,28062,60
NA,Gabon,-0.8037,11.6094,2020-05-17,1320,11,115
NA,Gambia,13.4432,-15.3101,2020-05-17,23,1,91
NA,Georgia,42.3154,43.3569,2020-05-17,695,12,894
NA,Germany,51.165690999999995,10.451526,2020-05-17,176369,7962,18
NA,Ghana,7.9465,-1.0232,2020-05-17,5735,29,411
NA,Greece,39.0742,21.8243,2020-05-17,2834,163,6
NA,Grenada,12.1165,-61.678999999999995,2020-05-17,22,0,1
NA,Guatemala,15.7835,-90.2308,2020-05-17,1763,33,33
NA,Guinea,9.9456,-9.6966,2020-05-17,2658,16,62893
NA,Guinea-Bissau,11.8037,-15.1804,2020-05-17,990,4,459
NA,Guyana,4.860416000000001,-58.93018000000001,2020-05-17,117,10,13
NA,Haiti,18.9712,-72.2852,2020-05-17,456,20,509
NA,Holy See,41.9029,12.4534,2020-05-17,12,0,159716
NA,Honduras,15.2,-86.2419,2020-05-17,2646,142,1978
NA,Hungary,47.1625,19.5033,2020-05-17,3509,451,1374
NA,Iceland,64.9631,-19.0208,2020-05-17,1802,10,17
NA,India,20.593684,78.96288,2020-05-17,95698,3025,244
NA,Indonesia,-0.7893,113.9213,2020-05-17,17514,1148,1631
NA,Iran,32.427908,53.68804599999999,2020-05-17,120198,6988,42
NA,Iraq,33.223191,43.679291,2020-05-17,3404,123,58
NA,Ireland,53.1424,-7.6921,2020-05-17,24112,1543,22
NA,Israel,31.046051,34.851612,2020-05-17,16617,272,2
NA,Italy,41.87194,12.56738,2020-05-17,225435,31908,439
NA,Jamaica,18.1096,-77.2975,2020-05-17,520,9,1655
NA,Japan,36.204824,138.252924,2020-05-17,16226,787,1791
NA,Jordan,31.24,36.51,2020-05-17,613,9,54385
NA,Kazakhstan,48.0196,66.9237,2020-05-17,6157,34,5249
NA,Kenya,-0.0236,37.9062,2020-05-17,887,50,104072
NA,"Korea, South",35.907757000000004,127.766922,2020-05-17,11065,263,2585
NA,Kosovo,42.602636,20.902977,2020-05-17,978,29,21060
NA,Kuwait,29.311659999999996,47.481766,2020-05-17,14850,112,14090
NA,Kyrgyzstan,41.20438,74.766098,2020-05-17,1138,14,138840
NA,Laos,19.85627,102.495496,2020-05-17,19,0,200
NA,Latvia,56.8796,24.6032,2020-05-17,1008,19,13244
NA,Lebanon,33.8547,35.8623,2020-05-17,911,26,470
NA,Lesotho,-29.61,28.2336,2020-05-17,1,0,4214
NA,Liberia,6.4280550000000005,-9.429499,2020-05-17,226,21,380
NA,Libya,26.3351,17.228331,2020-05-17,65,3,10213
NA,Liechtenstein,47.14,9.55,2020-05-17,82,1,782
NA,Lithuania,55.1694,23.8813,2020-05-17,1541,56,5747
NA,Luxembourg,49.8153,6.1296,2020-05-17,3945,107,957
NA,MS Zaandam,0,0,2020-05-17,9,2,14
NA,Madagascar,-18.766947,46.869107,2020-05-17,304,1,712
NA,Malawi,-13.2543,34.3015,2020-05-17,70,3,667
NA,Malaysia,4.210483999999999,101.975766,2020-05-17,6894,113,0
NA,Maldives,3.2028,73.2207,2020-05-17,1094,4,136
NA,Mali,17.570692,-3.996166000000001,2020-05-17,860,52,39
NA,Malta,35.9375,14.3754,2020-05-17,553,6,81
NA,Marshall Islands,7.1315,171.1845,2020-05-17,0,0,1135
NA,Mauritania,21.0079,-10.9408,2020-05-17,62,4,3758
NA,Mauritius,-20.348404,57.552152,2020-05-17,332,10,0
NA,Mexico,23.6345,-102.5528,2020-05-17,49219,5177,138
NA,Moldova,47.4116,28.3699,2020-05-17,6060,211,28
NA,Monaco,43.7333,7.4167,2020-05-17,96,4,5912
NA,Mongolia,46.8625,103.8467,2020-05-17,136,0,128
NA,Montenegro,42.708678000000006,19.374389999999998,2020-05-17,324,9,574
NA,Morocco,31.7917,-7.0926,2020-05-17,6870,192,473
NA,Mozambique,-18.665695,35.529562,2020-05-17,137,0,0
NA,Namibia,-22.9576,18.4904,2020-05-17,16,0,7
NA,Nepal,28.1667,84.25,2020-05-17,295,2,322
Aruba,Netherlands,12.5211,-69.9683,2020-05-17,101,3,44424
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-05-17,6,0,3452
Curacao,Netherlands,12.1696,-68.99,2020-05-17,16,1,90
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-17,77,15,30
NA,Netherlands,52.1326,5.2913,2020-05-17,43995,5680,314
NA,New Zealand,-40.9006,174.886,2020-05-17,1499,21,4638
NA,Nicaragua,12.865416,-85.207229,2020-05-17,25,8,48
NA,Niger,17.607789,8.081666,2020-05-17,904,54,14
NA,Nigeria,9.082,8.6753,2020-05-17,5959,182,70
NA,North Macedonia,41.6086,21.7453,2020-05-17,1792,101,95
NA,Norway,60.472,8.4689,2020-05-17,8249,232,6
NA,Oman,21.512583,55.923255000000005,2020-05-17,5186,22,14
NA,Pakistan,30.3753,69.3451,2020-05-17,42125,903,59
NA,Panama,8.538,-80.7821,2020-05-17,9606,275,0
NA,Papua New Guinea,-6.314993,143.95555,2020-05-17,8,0,1456
NA,Paraguay,-23.4425,-58.4438,2020-05-17,786,11,199
NA,Peru,-9.19,-75.0152,2020-05-17,92273,2648,775
NA,Philippines,12.879721,121.774017,2020-05-17,12513,824,2174
NA,Poland,51.9194,19.1451,2020-05-17,18529,925,1411
NA,Portugal,39.3999,-8.2245,2020-05-17,29036,1218,7727
NA,Qatar,25.3548,51.1839,2020-05-17,32604,15,1848
NA,Romania,45.9432,24.9668,2020-05-17,16871,1107,17198
NA,Russia,61.52401,105.318756,2020-05-17,281752,2631,6279
NA,Rwanda,-1.9403,29.8739,2020-05-17,292,0,8
NA,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-17,15,0,298
NA,Saint Lucia,13.9094,-60.9789,2020-05-17,18,0,47915
NA,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-17,17,0,3177
NA,San Marino,43.9424,12.4578,2020-05-17,654,41,8977
NA,Sao Tome and Principe,0.1864,6.6131,2020-05-17,235,7,7705
NA,Saudi Arabia,23.885942,45.079162,2020-05-17,54752,312,8513
NA,Senegal,14.4974,-14.4524,2020-05-17,2480,25,11187
NA,Serbia,44.0165,21.0059,2020-05-17,10610,230,107936
NA,Seychelles,-4.6796,55.492,2020-05-17,11,0,227
NA,Sierra Leone,8.460555000000001,-11.779889,2020-05-17,505,32,15
NA,Singapore,1.2833,103.8333,2020-05-17,28038,22,18
NA,Slovakia,48.669,19.699,2020-05-17,1494,28,14
NA,Slovenia,46.1512,14.9955,2020-05-17,1466,104,266
NA,Solomon Islands,-9.6457,160.1562,2020-05-17,0,0,4
NA,Somalia,5.152149,46.199616,2020-05-17,1421,56,41236
NA,South Africa,-30.5595,22.9375,2020-05-17,15515,264,1416
NA,South Sudan,6.877000000000001,31.307,2020-05-17,290,4,5699
NA,Spain,40.463667,-3.74922,2020-05-17,230698,27563,11
NA,Sri Lanka,7.873054,80.77179699999999,2020-05-17,981,9,241
NA,Sudan,12.8628,30.2176,2020-05-17,2289,97,13882
NA,Suriname,3.9193,-56.0278,2020-05-17,10,1,1280
NA,Sweden,60.128161,18.643501,2020-05-17,30720,4056,1340
NA,Switzerland,46.8182,8.2275,2020-05-17,30587,1881,0
NA,Syria,34.802075,38.996815000000005,2020-05-17,58,3,204
NA,Taiwan*,23.7,121,2020-05-17,440,7,10104
NA,Tajikistan,38.861,71.2761,2020-05-17,1524,39,6
NA,Tanzania,-6.369028,34.888822,2020-05-17,509,21,150376
NA,Thailand,15.870032,100.992541,2020-05-17,3028,56,660
NA,Timor-Leste,-8.874217,125.727539,2020-05-17,24,0,424
NA,Togo,8.6195,0.8248,2020-05-17,301,11,9
NA,Trinidad and Tobago,10.6918,-61.2225,2020-05-17,116,8,0
NA,Tunisia,33.886917,9.537499,2020-05-17,1037,45,28000
NA,Turkey,38.9637,35.2433,2020-05-17,149435,4140,37
NA,US,40,-100,2020-05-17,1492945,92504,411
NA,Uganda,1.373333,32.290275,2020-05-17,227,0,1223
NA,Ukraine,48.3794,31.1656,2020-05-17,18291,514,183
NA,United Arab Emirates,23.424076,53.847818,2020-05-17,23358,220,2916
Anguilla,United Kingdom,18.2206,-63.068600000000004,2020-05-17,3,0,24
Bermuda,United Kingdom,32.3078,-64.7505,2020-05-17,123,9,133
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-17,8,1,108
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-17,94,1,914
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-17,554,43,117602
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-17,13,0,361239
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-17,147,0,68
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-17,335,24,6929
Montserrat,United Kingdom,16.742498,-62.187366,2020-05-17,11,1,14495
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,2020-05-17,12,1,3
NA,United Kingdom,55.3781,-3.4360000000000004,2020-05-17,229932,33820,81
NA,Uruguay,-32.5228,-55.7658,2020-05-17,734,20,6
NA,Uzbekistan,41.377491,64.585262,2020-05-17,2753,12,61
NA,Venezuela,6.4238,-66.5897,2020-05-17,541,10,515
NA,Vietnam,14.058324,108.277199,2020-05-17,320,0,13
NA,West Bank and Gaza,31.9522,35.2332,2020-05-17,381,2,147
NA,Western Sahara,24.2155,-12.8858,2020-05-17,6,0,303
NA,Yemen,15.552727,48.516388,2020-05-17,128,20,10
NA,Zambia,-13.133897,27.849332,2020-05-17,753,7,10
NA,Zimbabwe,-19.015438,29.154857,2020-05-17,44,4,0
NA,Afghanistan,33.93911,67.709953,2020-05-18,7072,173,616
NA,Albania,41.1533,20.1683,2020-05-18,948,31,2532
NA,Algeria,28.0339,1.6596,2020-05-18,7201,555,262
NA,Andorra,42.5063,1.5218,2020-05-18,761,51,267
NA,Angola,-11.2027,17.8739,2020-05-18,50,3,348
NA,Antigua and Barbuda,17.0608,-61.7964,2020-05-18,25,3,6
NA,Argentina,-38.4161,-63.6167,2020-05-18,8371,382,11
NA,Armenia,40.0691,45.0382,2020-05-18,4823,61,336
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-18,107,3,18
New South Wales,Australia,-33.8688,151.2093,2020-05-18,3078,46,1075
Northern Territory,Australia,-12.4634,130.8456,2020-05-18,29,0,789
Queensland,Australia,-27.4698,153.0251,2020-05-18,1057,6,4784
South Australia,Australia,-34.9285,138.6007,2020-05-18,439,4,653
Tasmania,Australia,-42.8821,147.3272,2020-05-18,228,13,18
Victoria,Australia,-37.8136,144.9631,2020-05-18,1573,18,19
Western Australia,Australia,-31.9505,115.8605,2020-05-18,557,9,3732
NA,Austria,47.5162,14.5501,2020-05-18,16269,629,3064
NA,Azerbaijan,40.1431,47.5769,2020-05-18,3387,40,104
NA,Bahamas,25.025885,-78.035889,2020-05-18,96,11,2656
NA,Bahrain,26.0275,50.55,2020-05-18,7184,12,29
NA,Bangladesh,23.685,90.3563,2020-05-18,23870,349,1038
NA,Barbados,13.1939,-59.5432,2020-05-18,88,7,435
NA,Belarus,53.7098,27.9534,2020-05-18,30572,171,200
NA,Belgium,50.8333,4.469936,2020-05-18,55559,9080,1520
NA,Belize,17.1899,-88.4976,2020-05-18,18,2,549
NA,Benin,9.3077,2.3158,2020-05-18,339,2,15063
NA,Bhutan,27.5142,90.4336,2020-05-18,21,0,2607
NA,Bolivia,-16.2902,-63.5887,2020-05-18,4263,174,45
NA,Bosnia and Herzegovina,43.9159,17.6791,2020-05-18,2304,133,4587
NA,Botswana,-22.3285,24.6849,2020-05-18,25,1,6901
NA,Brazil,-14.235,-51.9253,2020-05-18,255368,16853,70
NA,Brunei,4.5353,114.7277,2020-05-18,141,1,14155
NA,Bulgaria,42.7339,25.4858,2020-05-18,2235,110,15272
NA,Burkina Faso,12.2383,-1.5616,2020-05-18,796,51,16
NA,Burma,21.9162,95.956,2020-05-18,191,6,82
NA,Burundi,-3.3731,29.9189,2020-05-18,42,1,6
NA,Cabo Verde,16.5388,-23.0418,2020-05-18,328,3,629
NA,Cambodia,11.55,104.9167,2020-05-18,122,0,1680
NA,Cameroon,3.848,11.5021,2020-05-18,3529,140,19
Alberta,Canada,53.9333,-116.5765,2020-05-18,6683,128,149911
British Columbia,Canada,53.7267,-127.6476,2020-05-18,2444,143,137
Diamond Princess,Canada,0,0,2020-05-18,1,1,840
Grand Princess,Canada,0,0,2020-05-18,13,0,672
Manitoba,Canada,53.7609,-98.8139,2020-05-18,290,7,122
New Brunswick,Canada,46.5653,-66.4619,2020-05-18,120,0,20
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-18,260,3,155
Northwest Territories,Canada,64.8255,-124.8457,2020-05-18,5,0,122
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-05-18,1043,55,1865
Ontario,Canada,51.2538,-85.3232,2020-05-18,24286,2019,43998
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-18,27,0,22
Quebec,Canada,52.9399,-73.5491,2020-05-18,43636,3597,215
Saskatchewan,Canada,52.9399,-106.4509,2020-05-18,592,7,28148
Yukon,Canada,64.2823,-135,2020-05-18,11,0,985
NA,Central African Republic,6.6111,20.9394,2020-05-18,327,0,581
NA,Chad,15.4542,18.7322,2020-05-18,519,53,573
NA,Chile,-35.6751,-71.543,2020-05-18,54647,478,355
Anhui,China,31.8257,117.2264,2020-05-18,991,6,137
Beijing,China,40.1824,116.4142,2020-05-18,593,9,1581
Chongqing,China,30.0572,107.874,2020-05-18,579,6,252
Fujian,China,26.0789,117.9874,2020-05-18,356,1,145
Gansu,China,35.7518,104.2861,2020-05-18,139,2,162
Guangdong,China,23.3417,113.4244,2020-05-18,1590,8,322
Guangxi,China,23.8298,108.7881,2020-05-18,254,2,932
Guizhou,China,26.8154,106.8748,2020-05-18,147,2,1254
Hainan,China,19.1959,109.7453,2020-05-18,169,6,1030
Hebei,China,39.549,116.1306,2020-05-18,328,6,63617
Heilongjiang,China,47.861999999999995,127.7615,2020-05-18,945,13,1015
Henan,China,37.8957,114.9042,2020-05-18,1276,22,201
Hong Kong,China,22.3,114.2,2020-05-18,1055,4,653
Hubei,China,30.9756,112.2707,2020-05-18,68135,4512,936
Hunan,China,27.6104,111.7088,2020-05-18,1019,4,128
Inner Mongolia,China,44.0935,113.9448,2020-05-18,216,1,145
Jiangsu,China,32.9711,119.455,2020-05-18,653,0,45
Jiangxi,China,27.614,115.7221,2020-05-18,937,1,75
Jilin,China,43.6661,126.1923,2020-05-18,151,2,18
Liaoning,China,41.2956,122.6085,2020-05-18,149,2,305
Macau,China,22.1667,113.55,2020-05-18,45,0,780
Ningxia,China,37.2692,106.1655,2020-05-18,75,0,648
Qinghai,China,35.7452,95.9956,2020-05-18,18,0,198
Shaanxi,China,35.1917,108.8701,2020-05-18,308,3,558
Shandong,China,36.3427,118.1498,2020-05-18,788,7,188
Shanghai,China,31.202,121.4491,2020-05-18,666,7,1
Shanxi,China,37.5777,112.2922,2020-05-18,198,0,73
Sichuan,China,30.6171,102.7103,2020-05-18,561,3,183
Tianjin,China,39.3054,117.323,2020-05-18,192,3,1267
Tibet,China,31.6927,88.0924,2020-05-18,1,0,5016
Xinjiang,China,41.1129,85.2401,2020-05-18,76,3,21
Yunnan,China,24.974,101.487,2020-05-18,185,2,147
Zhejiang,China,29.1832,120.0934,2020-05-18,1268,1,317
NA,Colombia,4.5709,-74.2973,2020-05-18,16295,592,620
NA,Comoros,-11.6455,43.3333,2020-05-18,11,1,1219
NA,Congo (Brazzaville),-0.228,15.8277,2020-05-18,412,15,2027
NA,Congo (Kinshasa),-4.0383,21.7587,2020-05-18,1538,61,1689
NA,Costa Rica,9.7489,-83.7534,2020-05-18,866,10,594
NA,Cote d'Ivoire,7.54,-5.5471,2020-05-18,2119,28,6078
NA,Croatia,45.1,15.2,2020-05-18,2228,95,187
NA,Cuba,21.521757,-77.78116700000001,2020-05-18,1881,79,11
NA,Cyprus,35.1264,33.4299,2020-05-18,917,17,9900
NA,Czechia,49.8175,15.473,2020-05-18,8586,297,651
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-18,187,0,1064
Greenland,Denmark,71.7069,-42.6043,2020-05-18,11,0,16
NA,Denmark,56.2639,9.5018,2020-05-18,10968,548,8133
NA,Diamond Princess,0,0,2020-05-18,712,13,3560
NA,Djibouti,11.8251,42.5903,2020-05-18,1518,7,4807
NA,Dominica,15.415,-61.371,2020-05-18,16,0,633
NA,Dominican Republic,18.7357,-70.1627,2020-05-18,12725,434,165
NA,Ecuador,-1.8312,-78.1834,2020-05-18,33582,2799,39
NA,Egypt,26.820553000000004,30.802497999999996,2020-05-18,12764,645,1532
NA,El Salvador,13.7942,-88.8965,2020-05-18,1413,30,156
NA,Equatorial Guinea,1.6508,10.2679,2020-05-18,719,7,152
NA,Eritrea,15.1794,39.7823,2020-05-18,39,0,15
NA,Estonia,58.5953,25.0136,2020-05-18,1784,64,4800
NA,Eswatini,-26.5225,31.4659,2020-05-18,205,2,145
NA,Ethiopia,9.145,40.4897,2020-05-18,352,5,60
NA,Fiji,-17.7134,178.065,2020-05-18,18,0,115
NA,Finland,61.92411,25.748151,2020-05-18,6380,300,91
French Guiana,France,3.9339,-53.1258,2020-05-18,210,1,894
French Polynesia,France,-17.6797,149.4068,2020-05-18,60,0,18
Guadeloupe,France,16.265,-61.551,2020-05-18,155,13,411
Martinique,France,14.6415,-61.0242,2020-05-18,192,14,6
Mayotte,France,-12.8275,45.166244,2020-05-18,1370,18,1
New Caledonia,France,-20.904304999999997,165.618042,2020-05-18,18,0,33
